,time,X1c.PAR1,X1c.PAR2,X1c.PAR3,X1c.PAR4,X1c.T1,X1c.T2,X1c.T3,X1c.T4,X1c.RH1,X1c.RH2,X1c.RH3,X1c.RH4,X1b.PAR1,X1b.PAR2,X1b.PAR3,X1b.PAR4,X1b.T1,X1b.T2,X1b.T3,X1b.T4,X1b.RH1,X1b.RH2,X1b.RH3,X1b.RH4,X1p.PAR1,X1p.PAR2,X1p.PAR3,X1p.PAR4,X1p.T1,X1p.T2,X1p.T3,X1p.T4,X1p.RH1,X1p.RH2,X1p.RH3,X1p.RH4
94,133,125,27.14,9.99,0.07,21.24,20.18,19.96,20.41,72.38,82.85,83.67,77.77,108.26,61.54,39.85,0.06,20.5,20.29,20.69,20.98,78.07,78.45,75.3,73.95,144.08,116.24,84.69,2.69,20.51,20.64,20.01,20.27,76.93,76.64,81.36,80.63
95,134,125,27.18,9.95,0.07,21.24,20.19,19.96,20.38,72.38,82.81,83.75,77.75,108.3,61.54,39.89,0.06,20.51,20.29,20.71,20.99,78.01,78.54,75.31,73.98,144.12,116.27,84.69,2.69,20.54,20.63,20.04,20.27,76.96,76.64,81.39,80.74
96,135,125.07,27.18,9.92,0.07,21.24,20.18,19.96,20.4,72.37,82.74,83.84,77.8,108.37,61.57,39.89,0.06,20.5,20.28,20.69,20.98,77.82,78.6,75.24,73.97,144.23,116.35,84.77,2.69,20.52,20.61,20.03,20.29,76.93,76.63,81.39,80.91
97,136,125.07,27.22,9.92,0.07,21.25,20.16,19.97,20.38,72.42,82.72,83.9,77.77,108.33,61.5,39.89,0.06,20.52,20.28,20.69,20.96,77.7,78.67,75.25,73.97,144.16,116.31,84.73,2.69,20.53,20.63,20.03,20.29,76.93,76.65,81.32,81.06
98,137,125.11,27.18,9.95,0.07,21.27,20.18,19.97,20.38,72.5,82.71,84,77.84,108.37,61.46,39.89,0.06,20.5,20.31,20.7,20.98,77.55,78.74,75.31,74.03,144.19,116.35,84.73,2.69,20.53,20.61,20.01,20.28,76.93,76.6,81.3,81.14
99,138,125.03,27.18,9.95,0.07,21.27,20.15,19.99,20.38,72.55,82.63,84.16,77.83,108.3,61.46,39.85,0.06,20.51,20.31,20.68,20.97,77.4,78.77,75.32,74.01,144.12,116.27,84.69,2.69,20.54,20.62,20.02,20.29,76.88,76.57,81.26,81.19
100,139,125.14,27.22,10.07,0.07,21.27,20.15,19.98,20.4,72.66,82.57,84.25,77.87,108.37,61.5,39.89,0.06,20.49,20.3,20.74,20.97,77.29,78.85,75.38,74.06,144.19,116.35,84.77,2.69,20.55,20.61,20.01,20.29,76.81,76.56,81.17,81.23
101,140,125.07,27.22,9.95,0.07,21.23,20.15,19.97,20.41,72.64,82.54,84.35,77.92,108.33,61.54,39.89,0.06,20.51,20.29,20.73,20.97,77.22,78.91,75.45,74.1,144.12,116.31,84.73,2.69,20.54,20.65,20.01,20.28,76.69,76.57,81.18,81.28
102,141,125.07,27.22,9.92,0.07,21.27,20.17,19.93,20.42,72.72,82.54,84.32,77.92,108.3,61.54,39.85,0.06,20.5,20.29,20.72,20.97,77.1,78.96,75.49,74.13,144.12,116.27,84.73,2.69,20.54,20.64,20.01,20.27,76.58,76.53,81.2,81.33
103,142,125.03,27.22,9.92,0.07,21.25,20.18,19.98,20.42,72.8,82.48,84.48,77.91,108.3,61.57,39.85,0.06,20.49,20.3,20.7,21,76.93,79.08,75.45,74.25,144.05,116.27,84.69,2.69,20.53,20.63,20.04,20.28,76.55,76.59,81.26,81.38
104,143,125.03,27.18,9.92,0.07,21.25,20.18,19.96,20.38,72.86,82.45,84.51,77.87,108.3,61.5,39.85,0.06,20.5,20.29,20.72,21,76.8,79.21,75.55,74.34,144.01,116.24,84.66,2.69,20.54,20.61,20.04,20.27,76.45,76.57,81.26,81.43
105,144,124.96,27.22,9.88,0.07,21.25,20.17,19.96,20.42,72.95,82.37,84.64,77.92,108.22,61.43,39.85,0.06,20.53,20.3,20.7,20.99,76.74,79.36,75.55,74.4,144.05,116.27,84.69,2.69,20.53,20.63,20.05,20.3,76.4,76.59,81.3,81.58
106,145,124.93,27.22,9.88,0.07,21.27,20.17,19.97,20.39,73.01,82.34,84.7,77.89,108.19,61.39,39.81,0.06,20.55,20.3,20.71,20.97,76.7,79.54,75.64,74.39,144.05,116.2,84.62,2.69,20.52,20.61,20.01,20.28,76.39,76.6,81.26,81.66
107,146,124.89,27.22,9.88,0.07,21.28,20.18,19.99,20.39,73.13,82.26,84.83,77.89,108.19,61.39,39.81,0.06,20.54,20.32,20.71,21.01,76.65,79.77,75.69,74.49,144.05,116.24,84.62,2.69,20.52,20.61,20.05,20.29,76.45,76.62,81.37,81.74
108,147,124.89,27.22,9.88,0.07,21.27,20.16,19.99,20.38,73.18,82.17,84.89,77.85,108.15,61.36,39.81,0.06,20.52,20.33,20.73,20.99,76.61,80.01,75.82,74.55,144.01,116.16,84.62,2.69,20.56,20.6,20.02,20.28,76.54,76.69,81.4,81.77
109,148,124.93,27.29,9.92,0.07,21.26,20.15,19.99,20.4,73.23,82.09,84.96,77.92,108.22,61.43,39.81,0.06,20.49,20.33,20.74,21,76.58,80.31,75.94,74.67,144.01,116.2,84.66,2.69,20.55,20.62,20.03,20.29,76.66,76.75,81.5,81.83
110,149,125,27.22,9.92,0.07,21.24,20.16,19.99,20.4,73.23,82.03,85,77.91,108.26,61.54,39.85,0.06,20.53,20.33,20.73,21.01,76.52,80.56,76.02,74.76,144.08,116.27,84.73,2.69,20.56,20.62,20.01,20.27,76.81,76.81,81.65,81.89
111,150,125.03,27.25,9.92,0.07,21.27,20.19,19.98,20.41,73.29,81.99,85,77.95,108.3,61.54,39.85,0.06,20.5,20.31,20.71,21.01,76.45,80.54,76.06,74.86,144.12,116.31,84.73,2.69,20.54,20.62,20.04,20.26,76.87,76.86,81.81,81.94
112,151,125.11,27.29,9.95,0.07,21.25,20.18,19.98,20.41,73.36,81.87,85.06,77.95,108.33,61.54,39.89,0.06,20.49,20.34,20.73,21.05,76.43,80.82,76.1,75.01,144.19,116.35,84.77,2.69,20.55,20.61,20.05,20.26,76.96,76.84,81.94,81.96
113,152,125.07,27.25,9.95,0.03,21.25,20.19,19.96,20.41,73.37,81.8,85.08,77.97,108.33,61.46,39.89,0.06,20.51,20.31,20.72,21.04,76.39,80.99,76.2,75.1,144.16,116.35,84.77,2.69,20.54,20.61,20.05,20.27,77.05,76.9,82.07,82.03
114,153,125.11,27.25,9.92,0.07,21.25,20.13,19.96,20.4,73.41,81.76,85.08,77.98,108.33,61.46,39.89,0.06,20.51,20.32,20.73,21.03,76.42,81.19,76.25,75.18,144.16,116.39,84.77,2.69,20.53,20.6,20.04,20.27,77.17,76.95,82.05,82.07
115,154,125.14,27.22,9.92,0.07,21.23,20.18,19.94,20.4,73.47,81.71,85.1,78,108.33,61.46,39.89,0.06,20.53,20.32,20.73,21.01,76.45,81.32,76.36,75.15,144.19,116.35,84.73,2.69,20.53,20.62,20.06,20.27,77.28,77,82.13,82.13
116,155,125.11,27.22,9.92,0.07,21.28,20.15,19.98,20.39,73.49,81.66,85.09,78,108.33,61.5,39.85,0.06,20.51,20.33,20.71,21.04,76.55,81.41,76.43,75.26,144.16,116.31,84.73,2.69,20.53,20.61,20.04,20.26,77.38,77.05,82.14,82.18
117,156,125.14,27.22,9.92,0.07,21.29,20.15,19.99,20.39,73.52,81.63,85.06,78.01,108.37,61.57,39.89,0.06,20.5,20.35,20.75,21.01,76.56,81.57,76.61,75.35,144.12,116.35,84.77,2.69,20.55,20.64,20.03,20.23,77.48,77.14,82.14,82.16
118,157,125.14,27.25,9.95,0.07,21.28,20.15,19.97,20.42,73.55,81.6,84.99,78.04,108.37,61.57,39.89,0.06,20.53,20.36,20.74,21,76.58,81.63,76.74,75.44,144.12,116.35,84.77,2.69,20.55,20.64,20.05,20.27,77.61,77.24,82.15,82.22
119,158,125.25,27.29,9.95,0.07,21.28,20.18,19.94,20.43,73.55,81.59,84.94,78.07,108.45,61.54,39.92,0.06,20.5,20.35,20.75,21.01,76.72,81.7,76.86,75.54,144.3,116.46,84.84,2.69,20.55,20.64,20.05,20.25,77.66,77.29,82.17,82.22
120,159,125.14,27.25,9.92,0.07,21.26,20.18,19.97,20.42,73.52,81.61,84.95,78.06,108.41,61.46,39.89,0.06,20.49,20.34,20.73,21.03,76.88,81.73,76.86,75.61,144.19,116.35,84.77,2.69,20.53,20.63,20.05,20.25,77.64,77.28,82.16,82.19
121,200,125.03,27.18,9.92,0.07,21.29,20.19,19.95,20.39,73.57,81.6,84.86,78.03,108.3,61.43,39.85,0.06,20.48,20.35,20.77,21.06,77.05,81.75,77.01,75.69,144.08,116.31,84.69,2.69,20.55,20.63,20.05,20.25,77.72,77.33,82.19,82.16
122,201,125.07,27.18,9.95,0.07,21.26,20.17,19.95,20.41,73.55,81.6,84.79,78.1,108.33,61.54,39.85,0.06,20.51,20.34,20.74,21.05,77.25,81.81,77.08,75.72,144.12,116.31,84.69,2.69,20.53,20.62,20.02,20.26,77.75,77.38,82.16,82.13
123,202,125.07,27.22,9.92,0.07,21.26,20.17,19.95,20.38,73.54,81.61,84.73,78.09,108.33,61.54,39.85,0.06,20.6,20.33,20.75,21.03,77.39,81.8,77.19,75.7,144.12,116.31,84.73,2.69,20.54,20.62,20.07,20.28,77.82,77.46,82.17,82.14
124,203,125.07,27.22,9.92,0.07,21.25,20.18,19.97,20.39,73.58,81.64,84.69,78.13,108.3,61.54,39.85,0.06,20.52,20.32,20.75,21.02,77.61,81.8,77.28,75.68,144.12,116.35,84.73,2.69,20.54,20.63,20.04,20.27,77.93,77.55,82.1,82.19
125,204,125.03,27.18,9.92,0.07,21.27,20.17,19.98,20.39,73.66,81.68,84.64,78.15,108.3,61.5,39.85,0.06,20.52,20.32,20.77,21.03,77.71,81.8,77.34,75.7,144.08,116.24,84.69,2.69,20.57,20.65,20.04,20.27,78.02,77.62,82.08,82.21
126,205,124.96,27.22,9.92,0.07,21.29,20.17,19.97,20.4,73.72,81.74,84.58,78.18,108.3,61.5,39.85,0.06,20.5,20.34,20.77,21.02,77.69,81.83,77.33,75.68,144.08,116.24,84.69,2.69,20.58,20.65,20.03,20.26,78.14,77.67,82.01,82.19
127,206,125,27.22,9.88,0.07,21.28,20.16,19.95,20.42,73.77,81.83,84.5,78.19,108.3,61.54,39.89,0.06,20.54,20.35,20.78,21.02,77.75,81.83,77.28,75.72,144.12,116.27,84.69,2.69,20.59,20.65,20.05,20.27,78.23,77.75,82.01,82.24
128,207,125.07,27.22,9.92,0.07,21.28,20.19,19.92,20.41,73.81,82.03,84.47,78.18,108.3,61.5,39.85,0.06,20.51,20.35,20.77,21.01,77.76,81.83,77.27,75.66,144.08,116.27,84.69,2.69,20.58,20.65,20.05,20.25,78.31,77.78,81.97,82.21
129,208,125.07,27.22,9.92,0.07,21.25,20.2,19.95,20.41,73.79,82.15,84.47,78.18,108.3,61.43,39.85,0.06,20.52,20.33,20.75,21.05,77.84,81.82,77.25,75.72,144.05,116.27,84.69,2.69,20.57,20.64,20.06,20.24,78.3,77.82,82,82.19
130,209,124.89,27.18,9.88,0.07,21.29,20.19,19.93,20.4,73.86,82.35,84.38,78.17,108.19,61.36,39.81,0.06,20.49,20.32,20.76,21.06,77.91,81.8,77.29,75.72,143.9,116.12,84.58,2.69,20.56,20.63,20.03,20.24,78.37,77.92,81.99,82.16
131,210,124.96,27.22,9.95,0.07,21.26,20.16,19.94,20.39,73.86,82.37,84.35,78.17,108.22,61.39,39.81,0.06,20.55,20.34,20.75,21.05,78.04,81.76,77.31,75.71,143.97,116.24,84.66,2.69,20.54,20.63,20.07,20.25,78.42,77.97,82.07,82.1
132,211,124.89,27.18,9.92,0.07,21.26,20.2,19.94,20.38,73.89,82.56,84.28,78.18,108.15,61.43,39.81,0.06,20.52,20.31,20.76,21.02,78.27,81.67,77.36,75.67,143.93,116.2,84.62,2.69,20.54,20.65,20.05,20.26,78.48,78.1,82.11,81.97
133,212,124.85,27.18,9.92,0.07,21.26,20.18,19.99,20.4,73.91,82.68,84.29,78.19,108.11,61.43,39.78,0.06,20.53,20.32,20.74,21.05,78.43,81.67,77.41,75.67,143.9,116.12,84.58,2.69,20.55,20.65,20.05,20.26,78.59,78.17,82.23,81.8
134,213,124.89,27.18,9.92,0.07,21.28,20.18,19.98,20.38,73.96,82.85,84.26,78.16,108.11,61.46,39.78,0.06,20.5,20.33,20.78,21.03,78.49,81.64,77.39,75.63,143.93,116.16,84.58,2.69,20.58,20.65,20.05,20.24,78.66,78.22,82.36,81.66
135,214,124.93,27.22,9.92,0.07,21.3,20.19,19.97,20.43,74.01,82.99,84.26,78.22,108.19,61.5,39.81,0.06,20.59,20.33,20.78,21.01,78.62,81.62,77.39,75.56,144.05,116.2,84.66,2.69,20.59,20.63,20.07,20.24,78.75,78.25,82.49,81.6
136,215,124.93,27.18,9.92,0.07,21.28,20.22,19.95,20.42,74.03,83.13,84.21,78.21,108.19,61.46,39.81,0.06,20.51,20.36,20.79,21.02,78.83,81.61,77.33,75.53,144.01,116.16,84.62,2.69,20.59,20.65,20.07,20.26,78.8,78.32,82.59,81.48
137,216,124.89,27.18,9.92,0.07,21.28,20.23,19.98,20.42,74.06,83.3,84.22,78.21,108.11,61.46,39.81,0.06,20.51,20.36,20.76,21.01,79,81.57,77.28,75.5,143.93,116.12,84.62,2.69,20.57,20.64,20.06,20.22,78.8,78.36,82.71,81.35
138,217,124.96,27.22,9.92,0.07,21.25,20.23,19.94,20.39,74.02,83.45,84.16,78.18,108.19,61.46,39.81,0.06,20.52,20.34,20.79,21.03,79.18,81.51,77.26,75.56,144.01,116.24,84.66,2.69,20.58,20.64,20.05,20.22,78.89,78.35,82.72,81.23
139,218,124.93,27.22,10.03,0.07,21.29,20.24,19.93,20.42,74.09,83.57,84.16,78.22,108.11,61.39,39.78,0.06,20.57,20.33,20.76,21.05,79.4,81.48,77.14,75.59,143.93,116.2,84.62,2.69,20.55,20.63,20.08,20.23,78.95,78.39,82.84,81.11
140,219,124.78,27.18,9.92,0.07,21.25,20.21,19.94,20.39,74.08,83.56,84.16,78.18,108.04,61.32,39.78,0.06,20.58,20.34,20.76,21.05,79.61,81.47,77.08,75.58,143.79,116.12,84.58,2.69,20.56,20.65,20.05,20.24,79.01,78.49,82.99,81.04
141,220,124.89,27.18,9.92,0.07,21.26,20.22,19.95,20.39,74.08,83.76,84.13,78.18,108.07,61.36,39.78,0.06,20.56,20.34,20.75,21.04,79.69,81.43,77.02,75.57,143.86,116.12,84.58,2.69,20.57,20.66,20.07,20.24,79.06,78.49,83.12,80.91
142,221,124.85,27.18,9.92,0.07,21.26,20.2,19.96,20.4,74.08,83.93,84.16,78.19,108.11,61.36,39.81,0.06,20.57,20.33,20.76,21.05,79.78,81.35,77.12,75.58,143.86,116.12,84.58,2.69,20.57,20.66,20.1,20.24,79.12,78.51,83.22,80.8
143,222,124.82,27.18,9.92,0.07,21.27,20.21,19.97,20.39,74.1,84.11,84.13,78.17,108.11,61.39,39.78,0.06,20.53,20.33,20.78,21.04,79.81,81.28,77.14,75.63,143.86,116.12,84.58,2.69,20.59,20.62,20.08,20.22,79.15,78.49,83.3,80.76
144,223,124.71,27.14,9.92,0.07,21.29,20.2,19.97,20.43,74.15,84.26,84.12,78.22,108,61.36,39.74,0.06,20.54,20.34,20.78,21.03,79.92,81.27,77.22,75.65,143.75,116.01,84.51,2.69,20.58,20.66,20.08,20.25,79.18,78.55,83.36,80.74
145,224,124.85,27.14,9.92,0.07,21.29,20.23,19.94,20.42,74.2,84.49,84.08,78.22,108.11,61.36,39.78,0.06,20.54,20.35,20.79,21.03,80.01,81.2,77.36,75.71,143.9,116.12,84.62,2.69,20.57,20.63,20.08,20.22,79.2,78.51,83.43,80.61
146,225,124.78,27.14,9.92,0.07,21.29,20.23,19.97,20.41,74.22,84.65,84.12,78.14,108.04,61.28,39.78,0.06,20.53,20.36,20.75,21.02,80.07,81.18,77.33,75.76,143.82,116.08,84.55,2.69,20.56,20.63,20.05,20.21,79.19,78.52,83.4,80.55
147,226,124.71,27.14,9.88,0.07,21.26,20.22,19.96,20.39,74.19,84.78,84.03,78.12,107.96,61.25,39.74,0.06,20.54,20.36,20.77,21.05,80.2,81.15,77.47,75.87,143.75,116.01,84.55,2.69,20.58,20.62,20.08,20.2,79.22,78.51,83.46,80.46
148,227,124.74,27.14,9.88,0.07,21.31,20.2,19.94,20.41,74.26,84.83,84.03,78.15,108.04,61.28,39.74,0.06,20.58,20.36,20.76,21.06,80.34,81.11,77.56,75.89,143.79,116.01,84.55,2.69,20.57,20.65,20.06,20.19,79.19,78.54,83.5,80.46
149,228,124.78,27.18,9.88,0.07,21.26,20.24,19.95,20.39,74.28,84.92,84.05,78.13,108,61.36,39.74,0.06,20.61,20.33,20.76,21.06,80.46,81.08,77.64,75.89,143.82,116.05,84.55,2.69,20.57,20.66,20.06,20.2,79.22,78.51,83.57,80.48
150,229,124.74,27.18,9.88,0.07,21.28,20.22,19.96,20.39,74.34,84.99,83.99,78.15,107.96,61.36,39.74,0.06,20.55,20.36,20.73,21.03,80.67,81.09,77.68,75.86,143.82,116.05,84.51,2.69,20.56,20.66,20.06,20.23,79.25,78.48,83.67,80.49
151,230,124.63,27.18,9.88,0.07,21.27,20.22,19.96,20.4,74.39,85.1,84,78.19,107.89,61.28,39.71,0.06,20.58,20.35,20.78,21.04,80.71,81.08,77.69,75.89,143.67,115.93,84.48,2.69,20.56,20.65,20.06,20.23,79.3,78.48,83.72,80.49
152,231,124.71,27.18,9.88,0.07,21.29,20.23,19.97,20.43,74.51,85.19,84,78.25,107.96,61.28,39.74,0.06,20.59,20.33,20.78,21.06,80.73,81.03,77.79,75.9,143.75,116.01,84.51,2.69,20.58,20.64,20.09,20.2,79.33,78.48,83.82,80.48
153,232,124.67,27.14,9.88,0.07,21.3,20.23,19.96,20.42,74.6,85.27,83.96,78.25,107.89,61.32,39.74,0.06,20.56,20.34,20.8,21.05,80.79,81.02,77.78,75.95,143.71,115.97,84.48,2.69,20.58,20.64,20.09,20.23,79.39,78.52,83.81,80.54
154,233,124.67,27.22,9.88,0.07,21.29,20.25,19.94,20.42,74.65,85.4,83.94,78.22,107.93,61.36,39.74,0.06,20.55,20.34,20.77,21.05,80.83,81.03,77.75,75.99,143.75,115.97,84.48,2.66,20.59,20.63,20.07,20.2,79.39,78.52,83.79,80.57
155,234,124.71,27.18,9.88,0.07,21.29,20.25,19.95,20.4,74.75,85.49,83.99,78.2,107.96,61.36,39.74,0.06,20.55,20.36,20.79,21.05,80.83,81.11,77.78,76.05,143.75,115.97,84.48,2.69,20.57,20.62,20.09,20.19,79.37,78.52,83.82,80.63
156,235,124.74,27.18,9.88,0.07,21.26,20.23,19.94,20.42,74.76,85.55,83.96,78.21,107.96,61.32,39.74,0.06,20.59,20.35,20.76,21.08,80.88,81.18,77.7,76.14,143.79,116.01,84.51,2.69,20.59,20.65,20.07,20.19,79.38,78.59,83.8,80.78
157,236,124.67,27.14,9.88,0.07,21.3,20.2,19.94,20.42,74.88,85.53,83.97,78.2,107.93,61.25,39.74,0.06,20.57,20.35,20.77,21.07,80.87,81.24,77.7,76.17,143.71,116.01,84.48,2.69,20.58,20.65,20.08,20.19,79.36,78.59,83.76,80.87
158,237,124.6,27.14,9.88,0.07,21.28,20.26,19.92,20.41,74.98,85.63,83.95,78.18,107.85,61.21,39.71,0.06,20.55,20.33,20.77,21.06,80.84,81.28,77.64,76.2,143.64,115.93,84.44,2.69,20.57,20.64,20.07,20.23,79.37,78.64,83.73,81
159,238,124.71,27.22,9.88,0.07,21.28,20.23,19.97,20.41,75.13,85.66,84.04,78.19,107.96,61.28,39.74,0.06,20.55,20.34,20.78,21.03,80.82,81.33,77.65,76.17,143.75,116.01,84.51,2.69,20.55,20.63,20.08,20.22,79.33,78.62,83.75,81.12
160,239,124.67,27.22,9.88,0.07,21.29,20.23,19.96,20.4,75.22,85.72,84.06,78.21,107.89,61.25,39.74,0.06,20.55,20.34,20.79,21.05,80.85,81.43,77.66,76.23,143.67,115.93,84.48,2.69,20.57,20.64,20.09,20.21,79.34,78.69,83.76,81.23
161,240,124.74,27.25,9.92,0.07,21.28,20.22,19.96,20.43,75.31,85.78,84.13,78.28,107.96,61.25,39.74,0.06,20.53,20.33,20.78,21.03,80.88,81.48,77.66,76.22,143.79,116.01,84.51,2.69,20.57,20.64,20.08,20.18,79.33,78.73,83.82,81.2
162,241,124.71,27.18,9.88,0.07,21.31,20.26,19.93,20.43,75.42,85.93,84.11,78.34,107.93,61.25,39.74,0.06,20.53,20.34,20.78,21.03,80.95,81.55,77.66,76.26,143.75,115.97,84.48,2.69,20.58,20.65,20.07,20.22,79.31,78.78,83.81,81.35
163,242,124.67,27.18,9.88,0.07,21.31,20.26,19.96,20.43,75.47,86,84.16,78.33,107.93,61.21,39.74,0.06,20.55,20.32,20.78,21.03,81.01,81.58,77.66,76.32,143.71,115.97,84.48,2.69,20.57,20.67,20.09,20.19,79.31,78.85,83.82,81.37
164,243,124.67,27.18,9.88,0.07,21.3,20.26,19.94,20.4,75.56,86.1,84.16,78.3,107.89,61.21,39.74,0.06,20.56,20.37,20.79,21.04,81.11,81.67,77.66,76.36,143.67,115.93,84.48,2.69,20.58,20.68,20.06,20.2,79.34,78.92,83.86,81.42
165,244,124.67,27.18,9.88,0.07,21.28,20.22,19.93,20.43,75.57,86.13,84.22,78.36,107.96,61.25,39.74,0.06,20.59,20.37,20.78,21.07,81.1,81.76,77.67,76.41,143.71,115.97,84.51,2.69,20.56,20.67,20.08,20.2,79.32,78.97,83.92,81.46
166,245,124.63,27.14,9.88,0.07,21.32,20.25,19.94,20.4,75.64,86.18,84.23,78.36,107.89,61.36,39.74,0.06,20.57,20.37,20.78,21.07,80.94,81.86,77.7,76.44,143.75,115.93,84.48,2.69,20.57,20.67,20.07,20.2,79.34,79.01,83.93,81.42
167,246,124.63,27.14,9.88,0.07,21.3,20.24,19.96,20.4,75.71,86.25,84.29,78.37,107.85,61.21,39.71,0.06,20.55,20.38,20.78,21.06,80.71,81.95,77.75,76.5,143.64,115.89,84.44,2.69,20.57,20.66,20.08,20.21,79.36,79.02,83.95,81.31
168,247,124.67,27.14,9.88,0.07,21.29,20.24,19.99,20.41,75.78,86.36,84.38,78.36,107.93,61.25,39.74,0.06,20.53,20.35,20.79,21.04,80.69,81.93,77.83,76.47,143.71,115.97,84.48,2.69,20.56,20.64,20.09,20.22,79.31,79.06,83.95,81.21
169,248,124.6,27.14,9.88,0.07,21.29,20.26,19.99,20.43,75.83,86.45,84.45,78.39,107.81,61.18,39.71,0.06,20.57,20.37,20.8,21.07,80.49,82.02,77.89,76.53,143.64,115.89,84.44,2.69,20.59,20.64,20.09,20.21,79.33,79.06,83.92,81.11
170,249,124.63,27.18,9.88,0.07,21.29,20.24,19.98,20.43,75.92,86.56,84.53,78.39,107.85,61.18,39.71,0.06,20.54,20.35,20.8,21.04,80.29,82.08,77.94,76.56,143.64,115.89,84.44,2.69,20.59,20.67,20.08,20.19,79.3,79.11,83.87,81.07
171,250,124.71,27.18,9.88,0.07,21.32,20.29,19.94,20.43,76.08,86.69,84.51,78.39,107.93,61.25,39.74,0.06,20.55,20.35,20.77,21.03,80.09,82.18,77.9,76.62,143.75,116.01,84.51,2.69,20.58,20.67,20.08,20.21,79.3,79.12,83.84,81.06
172,251,124.63,27.14,9.88,0.07,21.32,20.29,19.98,20.42,76.18,86.79,84.63,78.39,107.89,61.25,39.71,0.06,20.55,20.35,20.79,21.03,79.94,82.25,77.92,76.72,143.71,115.93,84.44,2.69,20.57,20.69,20.07,20.17,79.26,79.14,83.8,80.98
173,252,124.6,27.18,9.88,0.07,21.32,20.27,19.95,20.4,76.3,86.85,84.7,78.37,107.81,61.28,39.71,0.06,20.55,20.37,20.78,21.02,79.89,82.26,77.86,76.77,143.6,115.86,84.37,2.69,20.59,20.67,20.06,20.18,79.28,79.17,83.76,80.97
174,253,124.63,27.14,9.88,0.07,21.3,20.23,19.94,20.42,76.32,86.82,84.8,78.41,107.89,61.21,39.74,0.06,20.57,20.39,20.78,21.06,79.73,82.34,77.86,76.81,143.64,115.89,84.44,2.69,20.56,20.66,20.07,20.19,79.3,79.17,83.73,80.98
175,254,124.56,27.14,9.88,0.07,21.32,20.28,19.95,20.41,76.38,86.94,84.89,78.42,107.81,61.21,39.71,0.06,20.57,20.39,20.77,21.06,79.71,82.34,77.87,76.88,143.6,115.86,84.4,2.69,20.57,20.67,20.07,20.2,79.31,79.19,83.71,81
176,255,124.63,27.22,9.88,0.07,21.31,20.25,19.99,20.41,76.39,86.97,85.02,78.42,107.85,61.21,39.71,0.06,20.55,20.4,20.79,21.05,79.68,82.33,77.89,76.86,143.56,115.89,84.44,2.69,20.57,20.64,20.08,20.21,79.37,79.22,83.73,81.06
177,256,124.63,27.22,9.88,0.07,21.28,20.24,19.98,20.39,76.38,87.03,85.12,78.4,107.85,61.21,39.71,0.06,20.56,20.38,20.8,21.03,79.67,82.31,77.92,76.83,143.64,115.89,84.44,2.69,20.58,20.64,20.08,20.21,79.44,79.22,83.72,81.11
178,257,124.74,27.22,9.92,0.07,21.29,20.24,19.99,20.43,76.36,87.09,85.14,78.45,107.96,61.32,39.74,0.06,20.53,20.4,20.79,21.06,79.63,82.34,77.94,76.87,143.6,116.05,84.51,2.69,20.6,20.64,20.07,20.22,79.52,79.25,83.74,81.16
179,258,124.67,27.18,9.88,0.07,21.28,20.26,19.97,20.44,76.24,87.22,85.17,78.46,107.85,61.32,39.71,0.06,20.53,20.39,20.78,21.03,79.63,82.26,77.98,76.78,143.64,115.97,84.44,2.69,20.6,20.65,20.08,20.2,79.58,79.27,83.76,81.15
180,259,124.63,27.18,9.88,0.07,21.3,20.27,19.98,20.44,76.21,87.23,85.18,78.48,107.81,61.36,39.71,0.06,20.53,20.38,20.78,21.03,79.7,82.26,77.98,76.66,143.56,115.93,84.4,2.69,20.6,20.66,20.07,20.2,79.62,79.3,83.8,81.22
181,300,124.52,27.18,9.88,0.07,21.32,20.27,19.97,20.42,76.1,87.29,85.28,78.48,107.7,61.18,39.67,0.06,20.55,20.38,20.79,21.02,79.84,82.25,77.98,76.54,143.38,115.78,84.33,2.66,20.57,20.65,20.07,20.19,79.6,79.3,83.86,81.23
182,301,124.49,27.11,9.88,0.07,21.3,20.27,19.97,20.44,75.98,87.34,85.32,78.51,107.7,61.21,39.67,0.06,20.56,20.35,20.77,21.04,79.98,82.23,77.92,76.44,143.3,115.74,84.33,2.66,20.59,20.64,20.06,20.19,79.66,79.28,83.89,81.26
183,302,124.6,27.14,9.88,0.07,21.29,20.24,19.95,20.41,75.85,87.32,85.39,78.48,107.81,61.28,39.71,0.06,20.55,20.4,20.77,21.06,80.14,82.34,77.92,76.39,143.6,115.86,84.4,2.66,20.58,20.66,20.07,20.16,79.66,79.3,83.92,81.32
184,303,124.6,27.14,9.95,0.07,21.29,20.25,19.94,20.41,75.8,87.33,85.47,78.51,107.81,61.21,39.71,0.06,20.56,20.38,20.76,21.05,80.27,82.34,77.83,76.25,143.56,115.89,84.4,2.69,20.59,20.64,20.08,20.2,79.67,79.28,83.98,81.4
185,304,124.63,27.11,9.92,0.07,21.29,20.24,19.99,20.41,75.62,87.32,85.62,78.51,107.78,61.14,39.67,0.06,20.56,20.38,20.8,21.03,80.29,82.37,77.78,76.25,143.56,115.86,84.4,2.66,20.58,20.65,20.09,20.2,79.66,79.28,84.02,81.46
